,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
375,Tim Miller,Ryan Reynolds,Ed Skrein,Stefan Kapicic,Action Adventure Comedy Romance Sci-Fi,deadpool,Ryan Reynolds Ed Skrein Stefan Kapicic Tim Miller Action Adventure Comedy Romance Sci-Fi
376,Peter MacDonald,Sylvester Stallone,Kurtwood Smith,Richard Crenna,Action Adventure Thriller War,rambo iii,Sylvester Stallone Kurtwood Smith Richard Crenna Peter MacDonald Action Adventure Thriller War
377,Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,Shawn Roberts,Action Adventure Horror Sci-Fi,resident evil: afterlife,Milla Jovovich Boris Kodjoe Shawn Roberts Paul W.S. Anderson Action Adventure Horror Sci-Fi
378,Anthony Hemingway,David Oyelowo,Nate Parker,Tristan Mack Wilds,Action Adventure Drama History War,red tails,David Oyelowo Nate Parker Tristan Mack Wilds Anthony Hemingway Action Adventure Drama History War
379,Rob Cohen,Dennis Quaid,Brian Thompson,Terry O'Neill,Action Adventure Fantasy,dragonheart,Dennis Quaid Brian Thompson Terry O'Neill Rob Cohen Action Adventure Fantasy
380,Mike Gabriel,Christian Bale,Frank Welker,Irene Bedard,Adventure Animation Drama Family History Musical Romance,pocahontas,Christian Bale Frank Welker Irene Bedard Mike Gabriel Adventure Animation Drama Family History Musical Romance
381,Richard Donner,Marlon Brando,Margot Kidder,Ned Beatty,Action Adventure Drama Romance Sci-Fi,superman,Marlon Brando Margot Kidder Ned Beatty Richard Donner Action Adventure Drama Romance Sci-Fi
382,Sam Weisman,Brendan Fraser,Abraham Benrubi,Holland Taylor,Action Adventure Comedy Family Romance,george of the jungle,Brendan Fraser Abraham Benrubi Holland Taylor Sam Weisman Action Adventure Comedy Family Romance
383,unknown,Christopher Judge,Don S. Davis,Gary Jones,Action Adventure Drama Sci-Fi,stargate sg-1ÃÂ            ,Christopher Judge Don S. Davis Gary Jones unknown Action Adventure Drama Sci-Fi
384,Tom Dey,Xander Berkeley,Jason Connery,Kate Luyben,Action Adventure Comedy Western,shanghai noon,Xander Berkeley Jason Connery Kate Luyben Tom Dey Action Adventure Comedy Western
385,Stuart Baird,Oliver Platt,Joe Morton,J.T. Walsh,Action Adventure Thriller,executive decision,Oliver Platt Joe Morton J.T. Walsh Stuart Baird Action Adventure Thriller
386,Rob Minkoff,Jet Li,Thomas McDonell,Michael Angarano,Action Adventure Fantasy,the forbidden kingdom,Jet Li Thomas McDonell Michael Angarano Rob Minkoff Action Adventure Fantasy
387,Jimmy Hayward,Amy Poehler,Carlos Ponce,Dan Fogler,Adventure Animation Comedy Family,free birds,Amy Poehler Carlos Ponce Dan Fogler Jimmy Hayward Adventure Animation Comedy Family
388,John Frankenheimer,Robert De Niro,Natascha McElhone,Michael Lonsdale,Action Adventure Crime Thriller,ronin,Robert De Niro Natascha McElhone Michael Lonsdale John Frankenheimer Action Adventure Crime Thriller
389,Stephen Hopkins,Tom Wilkinson,Bernard Hill,Om Puri,Adventure Drama Horror Thriller,the ghost and the darkness,Tom Wilkinson Bernard Hill Om Puri Stephen Hopkins Adventure Drama Horror Thriller
390,Peter Lord,Salma Hayek,Russell Tovey,Brian Blessed,Adventure Animation Comedy Family,the pirates! band of misfits,Salma Hayek Russell Tovey Brian Blessed Peter Lord Adventure Animation Comedy Family
391,James Bobin,Ty Burrell,Tina Fey,Hugh Bonneville,Adventure Comedy Crime Family Musical,muppets most wanted,Ty Burrell Tina Fey Hugh Bonneville James Bobin Adventure Comedy Crime Family Musical
392,Jonathan Frakes,Sophia Myles,Philip Winchester,Brady Corbet,Action Adventure Comedy Family Sci-Fi,thunderbirds,Sophia Myles Philip Winchester Brady Corbet Jonathan Frakes Action Adventure Comedy Family Sci-Fi
393,Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,Action Adventure Romance Sci-Fi,superman ii,Margot Kidder Ned Beatty Jackie Cooper Richard Lester Action Adventure Romance Sci-Fi
394,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,Adventure Animation Drama Family Fantasy Musical Mystery Romance,anastasia,Kirsten Dunst Kelsey Grammer Bernadette Peters Don Bluth Adventure Animation Drama Family Fantasy Musical Mystery Romance
395,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,Action Adventure Comedy,the dukes of hazzard,Alice Greczyn Jessica Simpson Michael Weston Jay Chandrasekhar Action Adventure Comedy
396,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: new moon,Robert Pattinson Kristen Stewart Taylor Lautner Chris Weitz Adventure Drama Fantasy Romance
397,Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,Adventure Animation Comedy Family Fantasy,shrek,Kathleen Freeman Chris Miller Bobby Block Andrew Adamson Adventure Animation Comedy Family Fantasy
398,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,Action Adventure Drama Romance,robin hood: prince of thieves,Alan Rickman Morgan Freeman Michael Wincott Kevin Reynolds Action Adventure Drama Romance
399,Rob Marshall,Johnny Depp,Meryl Streep,Anna Kendrick,Adventure Comedy Drama Fantasy Musical,into the woods,Johnny Depp Meryl Streep Anna Kendrick Rob Marshall Adventure Comedy Drama Fantasy Musical
400,Frank Marshall,Dylan Walsh,Joe Don Baker,Grant Heslov,Action Adventure Mystery Sci-Fi,congo,Dylan Walsh Joe Don Baker Grant Heslov Frank Marshall Action Adventure Mystery Sci-Fi
401,Andy Fickman,Dwayne Johnson,Billy Brown,Tom Everett Scott,Action Adventure Family Fantasy Sci-Fi Thriller,race to witch mountain,Dwayne Johnson Billy Brown Tom Everett Scott Andy Fickman Action Adventure Family Fantasy Sci-Fi Thriller
402,David Dobkin,Fann Wong,Anna-Louise Plowman,Georgina Chapman,Action Adventure Comedy,shanghai knights,Fann Wong Anna-Louise Plowman Georgina Chapman David Dobkin Action Adventure Comedy
403,Matthew O'Callaghan,Will Ferrell,Frank Welker,Alexander Gould,Adventure Animation Comedy Family,curious george,Will Ferrell Frank Welker Alexander Gould Matthew O'Callaghan Adventure Animation Comedy Family
404,Angela Robinson,Scoot McNairy,Thomas Lennon,Cheryl Hines,Adventure Comedy Family Fantasy Romance Sport,herbie fully loaded,Scoot McNairy Thomas Lennon Cheryl Hines Angela Robinson Adventure Comedy Family Fantasy Romance Sport
405,D.J. Caruso,Alex Pettyfer,Emily Wickersham,Reuben Langdon,Action Adventure Sci-Fi Thriller,i am number four,Alex Pettyfer Emily Wickersham Reuben Langdon D.J. Caruso Action Adventure Sci-Fi Thriller
406,Jorge R. GutiÃÂ©rrez,Channing Tatum,Hector Elizondo,Ana de la Reguera,Adventure Animation Comedy Family Fantasy Romance,the book of life,Channing Tatum Hector Elizondo Ana de la Reguera Jorge R. GutiÃÂ©rrez Adventure Animation Comedy Family Fantasy Romance
407,Christophe Gans,Radha Mitchell,Deborah Kara Unger,Alice Krige,Adventure Horror Mystery,silent hill,Radha Mitchell Deborah Kara Unger Alice Krige Christophe Gans Adventure Horror Mystery
408,Steven Seagal,Mike Starr,Joan Chen,Sven-Ole Thorsen,Action Adventure Thriller,on deadly ground,Mike Starr Joan Chen Sven-Ole Thorsen Steven Seagal Action Adventure Thriller
409,Robert Rodriguez,Taylor Lautner,Kristin Davis,Taylor Dooley,Action Adventure Family Fantasy,the adventures of sharkboy and lavagirl 3-d,Taylor Lautner Kristin Davis Taylor Dooley Robert Rodriguez Action Adventure Family Fantasy
410,Danny Boyle,Leonardo DiCaprio,Virginie Ledoyen,Peter Youngblood Hills,Adventure Drama Thriller,the beach,Leonardo DiCaprio Virginie Ledoyen Peter Youngblood Hills Danny Boyle Adventure Drama Thriller
411,John Carpenter,Steve Buscemi,Valeria Golino,Michelle Forbes,Action Adventure Sci-Fi Thriller,escape from l.a.,Steve Buscemi Valeria Golino Michelle Forbes John Carpenter Action Adventure Sci-Fi Thriller
412,Brad Bird,Vin Diesel,Harry Connick Jr.,M. Emmet Walsh,Action Adventure Animation Comedy Drama Family Sci-Fi,the iron giant,Vin Diesel Harry Connick Jr. M. Emmet Walsh Brad Bird Action Adventure Animation Comedy Drama Family Sci-Fi
413,Wes Anderson,Bill Murray,Anjelica Huston,Matthew Gray Gubler,Adventure Comedy Drama,the life aquatic with steve zissou,Bill Murray Anjelica Huston Matthew Gray Gubler Wes Anderson Adventure Comedy Drama
414,John Stockwell,Paul Walker,James Frain,Ashley Scott,Action Adventure Crime Thriller,into the blue,Paul Walker James Frain Ashley Scott John Stockwell Action Adventure Crime Thriller
415,Luc Besson,Paul Brooke,David Bailie,Rab Affleck,Adventure Biography Drama History War,the messenger: the story of joan of arc,Paul Brooke David Bailie Rab Affleck Luc Besson Adventure Biography Drama History War
416,David Gordon Green,Natalie Portman,Zooey Deschanel,James Franco,Adventure Comedy Fantasy,your highness,Natalie Portman Zooey Deschanel James Franco David Gordon Green Adventure Comedy Fantasy
417,Patrick Read Johnson,Joe Mantegna,Lara Flynn Boyle,Cynthia Nixon,Adventure Comedy Crime Drama Family,baby's day out,Joe Mantegna Lara Flynn Boyle Cynthia Nixon Patrick Read Johnson Adventure Comedy Crime Drama Family
418,Renny Harlin,Lauren Holly,Gilbert Gottfried,David Patrick Kelly,Action Adventure Comedy Crime Music Mystery,the adventures of ford fairlane,Lauren Holly Gilbert Gottfried David Patrick Kelly Renny Harlin Action Adventure Comedy Crime Music Mystery
419,Steven Spielberg,Harrison Ford,Julian Glover,Alison Doody,Action Adventure Fantasy,indiana jones and the last crusade,Harrison Ford Julian Glover Alison Doody Steven Spielberg Action Adventure Fantasy
420,David O. Russell,Judy Greer,Jamie Kennedy,Mykelti Williamson,Action Adventure Comedy Drama War,three kings,Judy Greer Jamie Kennedy Mykelti Williamson David O. Russell Action Adventure Comedy Drama War
421,Jerry Zucker,Corinna Harney,Douglas Haase,Vince Vieluf,Adventure Comedy,rat race,Corinna Harney Douglas Haase Vince Vieluf Jerry Zucker Adventure Comedy
422,James Mangold,Christian Bale,Logan Lerman,Gretchen Mol,Adventure Crime Drama Western,3:10 to yuma,Christian Bale Logan Lerman Gretchen Mol James Mangold Adventure Crime Drama Western
423,Paul Bolger,Sarah Michelle Gellar,George Carlin,Rob Paulsen,Adventure Animation Comedy Family Fantasy,happily n'ever after,Sarah Michelle Gellar George Carlin Rob Paulsen Paul Bolger Adventure Animation Comedy Family Fantasy
424,Jonathan Frakes,LeVar Burton,Alfre Woodard,Jonathan Frakes,Action Adventure Drama Sci-Fi Thriller,star trek: first contact,LeVar Burton Alfre Woodard Jonathan Frakes Jonathan Frakes Action Adventure Drama Sci-Fi Thriller
425,Eric Brevig,Josh Hutcherson,Brendan Fraser,Anita Briem,Action Adventure Family Fantasy Sci-Fi,journey to the center of the earth,Josh Hutcherson Brendan Fraser Anita Briem Eric Brevig Action Adventure Family Fantasy Sci-Fi
426,Rob Reiner,Morgan Freeman,Noel Gugliemi,Sean Hayes,Adventure Comedy Drama,the bucket list,Morgan Freeman Noel Gugliemi Sean Hayes Rob Reiner Adventure Comedy Drama
427,Dean Parisot,Alan Rickman,Enrico Colantoni,Robin Sachs,Adventure Comedy Sci-Fi,galaxy quest,Alan Rickman Enrico Colantoni Robin Sachs Dean Parisot Adventure Comedy Sci-Fi
428,James Bobin,Bill Cobbs,Eric Jacobson,Steve Whitmire,Adventure Comedy Family Musical,the muppets,Bill Cobbs Eric Jacobson Steve Whitmire James Bobin Adventure Comedy Family Musical
429,Luis Llosa,Frank Welker,Eric Stoltz,Kari Wuhrer,Action Adventure Horror Thriller,anaconda,Frank Welker Eric Stoltz Kari Wuhrer Luis Llosa Action Adventure Horror Thriller
430,John Lasseter,Kevin Spacey,Madeline Kahn,John Ratzenberger,Adventure Animation Comedy Family Fantasy,a bug's life,Kevin Spacey Madeline Kahn John Ratzenberger John Lasseter Adventure Animation Comedy Family Fantasy
431,Garth Jennings,Zooey Deschanel,Kelly Macdonald,Thomas Lennon,Adventure Comedy Sci-Fi,the hitchhiker's guide to the galaxy,Zooey Deschanel Kelly Macdonald Thomas Lennon Garth Jennings Adventure Comedy Sci-Fi
432,Wayne Wang,LL Cool J,Alicia Witt,Timothy Hutton,Adventure Comedy Drama,last holiday,LL Cool J Alicia Witt Timothy Hutton Wayne Wang Adventure Comedy Drama
433,Curtis Hanson,Meryl Streep,Glenn Morshower,William Lucking,Action Adventure Crime Thriller,the river wild,Meryl Streep Glenn Morshower William Lucking Curtis Hanson Action Adventure Crime Thriller
434,Peter Howitt,Kevin McNally,Natalie Imbruglia,Ben Miller,Action Adventure Comedy,johnny english,Kevin McNally Natalie Imbruglia Ben Miller Peter Howitt Action Adventure Comedy
435,John A. Davis,Nicolas Cage,Meryl Streep,Julia Roberts,Adventure Animation Comedy Family Fantasy,the ant bully,Nicolas Cage Meryl Streep Julia Roberts John A. Davis Adventure Animation Comedy Family Fantasy
436,David Lynch,Virginia Madsen,JÃÂ¼rgen Prochnow,JosÃÂ© Ferrer,Action Adventure Sci-Fi,dune,Virginia Madsen JÃÂ¼rgen Prochnow JosÃÂ© Ferrer David Lynch Action Adventure Sci-Fi
437,Mathieu Kassovitz,Vin Diesel,Charlotte Rampling,David Belle,Action Adventure Sci-Fi Thriller,babylon a.d.,Vin Diesel Charlotte Rampling David Belle Mathieu Kassovitz Action Adventure Sci-Fi Thriller
438,John Schultz,Malese Jow,Carter Jenkins,Tim Meadows,Adventure Comedy Family Fantasy Sci-Fi,aliens in the attic,Malese Jow Carter Jenkins Tim Meadows John Schultz Adventure Comedy Family Fantasy Sci-Fi
439,Simon Wincer,Cary-Hiroyuki Tagawa,Treat Williams,Kristy Swanson,Action Adventure Comedy Fantasy,the phantom,Cary-Hiroyuki Tagawa Treat Williams Kristy Swanson Simon Wincer Action Adventure Comedy Fantasy
440,Stephen Sommers,Djimon Hounsou,Jason Flemyng,Wes Studi,Action Adventure Horror Sci-Fi,deep rising,Djimon Hounsou Jason Flemyng Wes Studi Stephen Sommers Action Adventure Horror Sci-Fi
441,Oliver Parker,Daniel Kaluuya,Tim McInnerny,Togo Igawa,Action Adventure Comedy Crime,johnny english reborn,Daniel Kaluuya Tim McInnerny Togo Igawa Oliver Parker Action Adventure Comedy Crime
442,Andrew Davis,Harrison Ford,Daniel Roebuck,Sela Ward,Action Adventure Crime Drama Mystery Thriller,the fugitive,Harrison Ford Daniel Roebuck Sela Ward Andrew Davis Action Adventure Crime Drama Mystery Thriller
443,George P. Cosmatos,Sylvester Stallone,Julia Nickson,Martin Kove,Action Adventure Thriller War,rambo: first blood part ii,Sylvester Stallone Julia Nickson Martin Kove George P. Cosmatos Action Adventure Thriller War
444,Michael Cimino,Jeff Bridges,Sam Waterston,Isabelle Huppert,Adventure Drama Western,heaven's gate,Jeff Bridges Sam Waterston Isabelle Huppert Michael Cimino Adventure Drama Western
445,Len Wiseman,Sophia Myles,Tony Curran,Derek Jacobi,Action Adventure Fantasy Sci-Fi Thriller,underworld: evolution,Sophia Myles Tony Curran Derek Jacobi Len Wiseman Action Adventure Fantasy Sci-Fi Thriller
446,Peter Lord,Imelda Staunton,Miranda Richardson,Julia Sawalha,Adventure Animation Comedy Drama Family,chicken run,Imelda Staunton Miranda Richardson Julia Sawalha Peter Lord Adventure Animation Comedy Drama Family
447,John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,Action Adventure Thriller,licence to kill,Robert Davi Talisa Soto Anthony Zerbe John Glen Action Adventure Thriller
448,Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,Adventure Comedy Family Fantasy Sci-Fi,super mario bros.,Bob Hoskins Fisher Stevens Fiona Shaw Annabel Jankel Adventure Comedy Family Fantasy Sci-Fi
449,Jamel Debbouze,Jamel Debbouze,Youssef Hajdi,MÃÂ©lissa Theuriau,Adventure Animation Comedy Family,animal kingdom: let's go ape,Jamel Debbouze Youssef Hajdi MÃÂ©lissa Theuriau Jamel Debbouze Adventure Animation Comedy Family
450,Brian Helgeland,Heath Ledger,Rufus Sewell,BÃÂ©rÃÂ©nice Bejo,Action Adventure Romance,a knight's tale,Heath Ledger Rufus Sewell BÃÂ©rÃÂ©nice Bejo Brian Helgeland Action Adventure Romance
451,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi,back to the future part ii,Lea Thompson Jeffrey Weissman Thomas F. Wilson Robert Zemeckis Adventure Comedy Sci-Fi
452,Robert Rodriguez,Sylvester Stallone,Salma Hayek,Alexa PenaVega,Action Adventure Comedy Family Sci-Fi,spy kids 3-d: game over,Sylvester Stallone Salma Hayek Alexa PenaVega Robert Rodriguez Action Adventure Comedy Family Sci-Fi
453,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi Western,back to the future part iii,Lea Thompson Jeffrey Weissman Thomas F. Wilson Robert Zemeckis Adventure Comedy Sci-Fi Western
454,Frank Marshall,Paul Walker,Bruce Greenwood,Wendy Crewson,Adventure Drama Family,eight below,Paul Walker Bruce Greenwood Wendy Crewson Frank Marshall Adventure Drama Family
455,Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,Action Adventure Drama Romance War,the last of the mohicans,Wes Studi Terry Kinney Eric Schweig Michael Mann Action Adventure Drama Romance War
456,Gore Verbinski,J.K. Simmons,Brad Pitt,Julia Roberts,Adventure Comedy Crime Romance,the mexican,J.K. Simmons Brad Pitt Julia Roberts Gore Verbinski Adventure Comedy Crime Romance
457,Joe Dante,Kirsten Dunst,Denis Leary,Robert Picardo,Action Adventure Comedy Family Sci-Fi,small soldiers,Kirsten Dunst Denis Leary Robert Picardo Joe Dante Action Adventure Comedy Family Sci-Fi
458,Kevin Reynolds,Henry Cavill,James Frain,Michael Wincott,Action Adventure Drama Romance Thriller,the count of monte cristo,Henry Cavill James Frain Michael Wincott Kevin Reynolds Action Adventure Drama Romance Thriller
459,Cal Brunker,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,Adventure Animation Comedy Family Sci-Fi,escape from planet earth,Brendan Fraser Paul Scheer Jonathan Morgan Heit Cal Brunker Adventure Animation Comedy Family Sci-Fi
460,Mel Gibson,Rudy Youngblood,Dalia HernÃÂ¡ndez,Jonathan Brewer,Action Adventure Drama Thriller,apocalypto,Rudy Youngblood Dalia HernÃÂ¡ndez Jonathan Brewer Mel Gibson Action Adventure Drama Thriller
461,John Glen,Joe Don Baker,Desmond Llewelyn,Art Malik,Action Adventure Thriller,the living daylights,Joe Don Baker Desmond Llewelyn Art Malik John Glen Action Adventure Thriller
462,NimrÃÂ³d Antal,Topher Grace,Alice Braga,Derek Mears,Action Adventure Sci-Fi Thriller,predators,Topher Grace Alice Braga Derek Mears NimrÃÂ³d Antal Action Adventure Sci-Fi Thriller
463,John McTiernan,Lorraine Bracco,JosÃÂ© Wilker,Sean Connery,Adventure Drama Romance,medicine man,Lorraine Bracco JosÃÂ© Wilker Sean Connery John McTiernan Adventure Drama Romance
464,Greg Mottola,Bobby Lee,Nelson Ascencio,Jeremy Owen,Adventure Comedy Sci-Fi,paul,Bobby Lee Nelson Ascencio Jeremy Owen Greg Mottola Adventure Comedy Sci-Fi
465,Russell Mulcahy,Jonathan Winters,Peter Boyle,John Kapelos,Action Adventure Crime Fantasy Mystery Thriller,the shadow,Jonathan Winters Peter Boyle John Kapelos Russell Mulcahy Action Adventure Crime Fantasy Mystery Thriller
