director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Frank Coraci,Salma Hayek,Reggie Lee,Charice,Action Comedy Sport,here comes the boom,Salma Hayek Reggie Lee Charice Frank Coraci Action Comedy Sport
John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,Action Adventure Thriller,licence to kill,Robert Davi Talisa Soto Anthony Zerbe John Glen Action Adventure Thriller
John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,Action Crime Drama Thriller,15 minutes,Robert De Niro Charlize Theron Kelsey Grammer John Herzfeld Action Crime Drama Thriller
Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,Action Comedy Crime Romance Thriller,one for the money,Fisher Stevens Debbie Reynolds Patrick Fischler Julie Anne Robinson Action Comedy Crime Romance Thriller
Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy,Action Fantasy Western,the warrior's way,Tony Cox Dong-gun Jang Jed Brophy Sngmoo Lee Action Fantasy Western
Jean-Pierre Jeunet,Omar Sy,Dany Boon,AndrÃÂ© Dussollier,Action Comedy Crime,micmacs,Omar Sy Dany Boon AndrÃÂ© Dussollier Jean-Pierre Jeunet Action Comedy Crime
Brian Helgeland,Heath Ledger,Rufus Sewell,BÃÂ©rÃÂ©nice Bejo,Action Adventure Romance,a knight's tale,Heath Ledger Rufus Sewell BÃÂ©rÃÂ©nice Bejo Brian Helgeland Action Adventure Romance
Gordon Chan,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,Action Comedy Fantasy,the medallion,Julian Sands Lee Evans Anthony Chau-Sang Wong Gordon Chan Action Comedy Fantasy
Asger Leth,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,Action Crime Thriller,man on a ledge,Robert Clohessy Mandy Gonzalez J. Smith-Cameron Asger Leth Action Crime Thriller
Luc Besson,Scarlett Johansson,Morgan Freeman,Amr Waked,Action Sci-Fi Thriller,lucy,Scarlett Johansson Morgan Freeman Amr Waked Luc Besson Action Sci-Fi Thriller
Robert Rodriguez,Sylvester Stallone,Salma Hayek,Alexa PenaVega,Action Adventure Comedy Family Sci-Fi,spy kids 3-d: game over,Sylvester Stallone Salma Hayek Alexa PenaVega Robert Rodriguez Action Adventure Comedy Family Sci-Fi
Peter Berg,Jerry Ferrara,Scott Elrod,Dan Bilzerian,Action Biography Drama Thriller War,lone survivor,Jerry Ferrara Scott Elrod Dan Bilzerian Peter Berg Action Biography Drama Thriller War
Tim Story,Olivia Munn,Nadine Velazquez,Bruce McGill,Action Comedy,ride along 2,Olivia Munn Nadine Velazquez Bruce McGill Tim Story Action Comedy
Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,Action Adventure Drama Romance War,the last of the mohicans,Wes Studi Terry Kinney Eric Schweig Michael Mann Action Adventure Drama Romance War
John Moore,Joaquim de Almeida,David Keith,Sam Jaeger,Action Drama Thriller War,behind enemy lines,Joaquim de Almeida David Keith Sam Jaeger John Moore Action Drama Thriller War
Joe Dante,Kirsten Dunst,Denis Leary,Robert Picardo,Action Adventure Comedy Family Sci-Fi,small soldiers,Kirsten Dunst Denis Leary Robert Picardo Joe Dante Action Adventure Comedy Family Sci-Fi
Mark A.Z. DippÃÂ©,Michael Jai White,Frank Welker,Miko Hughes,Action Horror,spawn,Michael Jai White Frank Welker Miko Hughes Mark A.Z. DippÃÂ© Action Horror
Kevin Reynolds,Henry Cavill,James Frain,Michael Wincott,Action Adventure Drama Romance Thriller,the count of monte cristo,Henry Cavill James Frain Michael Wincott Kevin Reynolds Action Adventure Drama Romance Thriller
Mel Gibson,Rudy Youngblood,Dalia HernÃÂ¡ndez,Jonathan Brewer,Action Adventure Drama Thriller,apocalypto,Rudy Youngblood Dalia HernÃÂ¡ndez Jonathan Brewer Mel Gibson Action Adventure Drama Thriller
John Glen,Joe Don Baker,Desmond Llewelyn,Art Malik,Action Adventure Thriller,the living daylights,Joe Don Baker Desmond Llewelyn Art Malik John Glen Action Adventure Thriller
NimrÃÂ³d Antal,Topher Grace,Alice Braga,Derek Mears,Action Adventure Sci-Fi Thriller,predators,Topher Grace Alice Braga Derek Mears NimrÃÂ³d Antal Action Adventure Sci-Fi Thriller
Colin Strause,Sam Trammell,Johnny Lewis,Ian Whyte,Action Horror Sci-Fi Thriller,aliens vs. predator: requiem,Sam Trammell Johnny Lewis Ian Whyte Colin Strause Action Horror Sci-Fi Thriller
Russell Mulcahy,Jonathan Winters,Peter Boyle,John Kapelos,Action Adventure Crime Fantasy Mystery Thriller,the shadow,Jonathan Winters Peter Boyle John Kapelos Russell Mulcahy Action Adventure Crime Fantasy Mystery Thriller
Christian Duguay,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,Action Adventure Crime Thriller,the art of war,Michael Biehn Cary-Hiroyuki Tagawa Anne Archer Christian Duguay Action Adventure Crime Thriller
Peter Hyams,Catherine Deneuve,Justin Chambers,Stephen Rea,Action Adventure Romance,the musketeer,Catherine Deneuve Justin Chambers Stephen Rea Peter Hyams Action Adventure Romance
Olivier Megaton,Jordi MollÃÂ ,Callum Blue,Jesse Borrego,Action Crime Drama Thriller,colombiana,Jordi MollÃÂ  Callum Blue Jesse Borrego Olivier Megaton Action Crime Drama Thriller
Joseph Kahn,Dane Cook,Jay Hernandez,Christina Milian,Action Comedy Crime,torque,Dane Cook Jay Hernandez Christina Milian Joseph Kahn Action Comedy Crime
Barbet Schroeder,Nicolas Cage,Michael Rapaport,Philip Baker Hall,Action Crime Thriller,kiss of death,Nicolas Cage Michael Rapaport Philip Baker Hall Barbet Schroeder Action Crime Thriller
Stephen Kay,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,Action Crime Drama Thriller,get carter,Sylvester Stallone Miranda Richardson Lauren Lee Smith Stephen Kay Action Crime Drama Thriller
Elaine May,Carol Kane,Warren Beatty,Isabelle Adjani,Action Adventure Comedy Music Thriller,ishtar,Carol Kane Warren Beatty Isabelle Adjani Elaine May Action Adventure Comedy Music Thriller
Paul Weitz,Josh Hutcherson,Salma Hayek,Patrick Fugit,Action Adventure Fantasy Thriller,cirque du freak: the vampire's assistant,Josh Hutcherson Salma Hayek Patrick Fugit Paul Weitz Action Adventure Fantasy Thriller
Jerry Jameson,M. Emmet Walsh,Jason Robards,Anne Archer,Action Adventure Drama Thriller,raise the titanic,M. Emmet Walsh Jason Robards Anne Archer Jerry Jameson Action Adventure Drama Thriller
Mic Rodgers,Michael Jai White,Daniel von Bargen,Xander Berkeley,Action Sci-Fi,universal soldier: the return,Michael Jai White Daniel von Bargen Xander Berkeley Mic Rodgers Action Sci-Fi
Christian Alvart,Norman Reedus,Dennis Quaid,Eddie Rouse,Action Horror Mystery Sci-Fi Thriller,pandorum,Norman Reedus Dennis Quaid Eddie Rouse Christian Alvart Action Horror Mystery Sci-Fi Thriller
Christian Duguay,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,Action Adventure Thriller,extreme ops,Rufus Sewell Bridgette Wilson-Sampras Rupert Graves Christian Duguay Action Adventure Thriller
Pierre Morel,Ray Winstone,Mark Rylance,Jasmine Trinca,Action Crime Drama Mystery Thriller,the gunman,Ray Winstone Mark Rylance Jasmine Trinca Pierre Morel Action Crime Drama Mystery Thriller
Geoffrey Sax,Alex Pettyfer,Sophie Okonedo,Ashley Walters,Action Adventure Family Thriller,alex rider: operation stormbreaker,Alex Pettyfer Sophie Okonedo Ashley Walters Geoffrey Sax Action Adventure Family Thriller
Peter Ho-Sun Chan,Jet Li,Takeshi Kaneshiro,Andy Lau,Action Drama History Romance War,the warlords,Jet Li Takeshi Kaneshiro Andy Lau Peter Ho-Sun Chan Action Drama History Romance War
Joon-ho Bong,Chris Evans,Ewen Bremner,Kang-ho Song,Action Drama Sci-Fi Thriller,snowpiercer,Chris Evans Ewen Bremner Kang-ho Song Joon-ho Bong Action Drama Sci-Fi Thriller
Alex Proyas,Michael Wincott,Bai Ling,David Patrick Kelly,Action Drama Fantasy,the crow,Michael Wincott Bai Ling David Patrick Kelly Alex Proyas Action Drama Fantasy
S.S. Rajamouli,Tamannaah Bhatia,Anushka Shetty,Prabhas,Action Adventure Drama Fantasy War,baahubali: the beginning,Tamannaah Bhatia Anushka Shetty Prabhas S.S. Rajamouli Action Adventure Drama Fantasy War
Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster,Action Crime Thriller,the fast and the furious,Paul Walker Vin Diesel Jordana Brewster Rob Cohen Action Crime Thriller
Joss Whedon,Adam Baldwin,Sean Maher,Michael Hitchcock,Action Adventure Sci-Fi Thriller,serenity,Adam Baldwin Sean Maher Michael Hitchcock Joss Whedon Action Adventure Sci-Fi Thriller
Richard Lester,Margot Kidder,Robert Vaughn,Jackie Cooper,Action Comedy Sci-Fi,superman iii,Margot Kidder Robert Vaughn Jackie Cooper Richard Lester Action Comedy Sci-Fi
John Woo,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao,Action Adventure Drama History War,red cliff,Takeshi Kaneshiro Tony Chiu Wai Leung Wei Zhao John Woo Action Adventure Drama History War
Robert Rodriguez,Steve Buscemi,Alexa PenaVega,Emily Osment,Action Adventure Comedy Family Sci-Fi,spy kids 2: island of lost dreams,Steve Buscemi Alexa PenaVega Emily Osment Robert Rodriguez Action Adventure Comedy Family Sci-Fi
David Carson,LeVar Burton,Alan Ruck,Jonathan Frakes,Action Adventure Mystery Sci-Fi Thriller,star trek: generations,LeVar Burton Alan Ruck Jonathan Frakes David Carson Action Adventure Mystery Sci-Fi Thriller
Kar-Wai Wong,Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui,Action Biography Drama,the grandmaster,Tony Chiu Wai Leung Hye-kyo Song Elvis Tsui Kar-Wai Wong Action Biography Drama
Andy Fickman,D.B. Woodside,Daniella Alonso,Eduardo VerÃÂ¡stegui,Action Comedy Crime,paul blart: mall cop 2,D.B. Woodside Daniella Alonso Eduardo VerÃÂ¡stegui Andy Fickman Action Comedy Crime
David Twohy,Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine,Action Sci-Fi Thriller,riddick,Vin Diesel Nolan Gerard Funk Bokeem Woodbine David Twohy Action Sci-Fi Thriller
Steve Miner,Tom Skerritt,Usher Raymond,Leonor Varela,Action Adventure Drama Thriller Western,texas rangers,Tom Skerritt Usher Raymond Leonor Varela Steve Miner Action Adventure Drama Thriller Western
J Blakeson,ChloÃÂ« Grace Moretz,Maggie Siff,Nick Robinson,Action Adventure Sci-Fi Thriller,the 5th wave,ChloÃÂ« Grace Moretz Maggie Siff Nick Robinson J Blakeson Action Adventure Sci-Fi Thriller
Ron Howard,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,Action Biography Drama Sport,rush,Chris Hemsworth Olivia Wilde Alexandra Maria Lara Ron Howard Action Biography Drama Sport
Kevin Smith,Bruce Willis,Tracy Morgan,Kevin Pollak,Action Comedy Crime,cop out,Bruce Willis Tracy Morgan Kevin Pollak Kevin Smith Action Comedy Crime
Les Mayfield,Peter Greene,Dave Chappelle,Tamala Jones,Action Comedy Crime Thriller,blue streak,Peter Greene Dave Chappelle Tamala Jones Les Mayfield Action Comedy Crime Thriller
Fedor Bondarchuk,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov,Action Adventure Sci-Fi,obitaemyy ostrov,Yuliya Snigir Fedor Bondarchuk Aleksey Serebryakov Fedor Bondarchuk Action Adventure Sci-Fi
Jonathan Mostow,Kathleen Quinlan,M.C. Gainey,J.T. Walsh,Action Crime Drama Mystery Thriller,breakdown,Kathleen Quinlan M.C. Gainey J.T. Walsh Jonathan Mostow Action Crime Drama Mystery Thriller
Irvin Kershner,Bernie Casey,Klaus Maria Brandauer,Barbara Carrera,Action Adventure Thriller,never say never again,Bernie Casey Klaus Maria Brandauer Barbara Carrera Irvin Kershner Action Adventure Thriller
John Frankenheimer,Charlize Theron,James Frain,Clarence Williams III,Action Adventure Crime Drama Family Fantasy Romance Thriller,reindeer games,Charlize Theron James Frain Clarence Williams III John Frankenheimer Action Adventure Crime Drama Family Fantasy Romance Thriller
F. Gary Gray,Vin Diesel,Jeff Kober,Larenz Tate,Action Crime Drama Thriller,a man apart,Vin Diesel Jeff Kober Larenz Tate F. Gary Gray Action Crime Drama Thriller
Wilson Yip,Mike Tyson,Lynn Hung,Kwok-Kwan Chan,Action Biography Drama History,ip man 3,Mike Tyson Lynn Hung Kwok-Kwan Chan Wilson Yip Action Biography Drama History
Jay Roach,Muse Watson,Verne Troyer,Robert Wagner,Action Adventure Comedy Crime,austin powers: the spy who shagged me,Muse Watson Verne Troyer Robert Wagner Jay Roach Action Adventure Comedy Crime
Tim Burton,Michael Gough,Jack Palance,William Hootkins,Action Adventure,batman,Michael Gough Jack Palance William Hootkins Tim Burton Action Adventure
Richard Donner,Rene Russo,Nick Chinlund,Stuart Wilson,Action Crime Thriller,lethal weapon 3,Rene Russo Nick Chinlund Stuart Wilson Richard Donner Action Crime Thriller
unknown,Jon Foo,Aimee Garcia,Wendie Malick,Action Comedy Crime,rush hourÃÂ            ,Jon Foo Aimee Garcia Wendie Malick unknown Action Comedy Crime
Robert Rodriguez,Alexa PenaVega,Cheech Marin,Daryl Sabara,Action Adventure Comedy Family Sci-Fi,spy kids,Alexa PenaVega Cheech Marin Daryl Sabara Robert Rodriguez Action Adventure Comedy Family Sci-Fi
Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,Action Horror Sci-Fi Thriller,species,Natasha Henstridge Marg Helgenberger Jordan Lund Roger Donaldson Action Horror Sci-Fi Thriller
Randall Wallace,Leonardo DiCaprio,Anne Parillaud,Judith GodrÃÂ¨che,Action Adventure,the man in the iron mask,Leonardo DiCaprio Anne Parillaud Judith GodrÃÂ¨che Randall Wallace Action Adventure
Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako,Action Adventure Animation Comedy Family Fantasy Sci-Fi,tmnt,Chris Evans Sarah Michelle Gellar Mako Kevin Munroe Action Adventure Animation Comedy Family Fantasy Sci-Fi
Patrick Tatopoulos,Craig Parker,Kevin Grevioux,Steven Mackintosh,Action Adventure Fantasy Sci-Fi Thriller,underworld: rise of the lycans,Craig Parker Kevin Grevioux Steven Mackintosh Patrick Tatopoulos Action Adventure Fantasy Sci-Fi Thriller
Paul W.S. Anderson,Milla Jovovich,Jaymes Butler,Colin Salmon,Action Horror Sci-Fi,resident evil,Milla Jovovich Jaymes Butler Colin Salmon Paul W.S. Anderson Action Horror Sci-Fi
John Moore,Mila Kunis,Beau Bridges,Jamie Hector,Action Crime Drama Mystery Thriller,max payne,Mila Kunis Beau Bridges Jamie Hector John Moore Action Crime Drama Mystery Thriller
Andrew Niccol,Matt Bomer,Olivia Wilde,Justin Timberlake,Action Sci-Fi Thriller,in time,Matt Bomer Olivia Wilde Justin Timberlake Andrew Niccol Action Sci-Fi Thriller
Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue,Action Adventure Comedy Thriller,street fighter,Ming-Na Wen Raul Julia Kylie Minogue Steven E. de Souza Action Adventure Comedy Thriller
Stephen Hopkins,Adam Baldwin,Robert Davi,Kevin Peter Hall,Action Horror Sci-Fi,predator 2,Adam Baldwin Robert Davi Kevin Peter Hall Stephen Hopkins Action Horror Sci-Fi
Mike Hodges,Brian Blessed,William Hootkins,Sam J. Jones,Action Adventure Sci-Fi,flash gordon,Brian Blessed William Hootkins Sam J. Jones Mike Hodges Action Adventure Sci-Fi
Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo,Action Crime Mystery Thriller,alex cross,Cicely Tyson Chad Lindberg Carmen Ejogo Rob Cohen Action Crime Mystery Thriller
Craig Mazin,Drake Bell,Tracy Morgan,Marion Ross,Action Comedy Sci-Fi Thriller,superhero movie,Drake Bell Tracy Morgan Marion Ross Craig Mazin Action Comedy Sci-Fi Thriller
David Koepp,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,Action Crime Thriller,premium rush,Joseph Gordon-Levitt Dania Ramirez Aasif Mandvi David Koepp Action Crime Thriller
Anne Fletcher,Jim Gaffigan,Richard T. Jones,Michael Mosley,Action Comedy Crime,hot pursuit,Jim Gaffigan Richard T. Jones Michael Mosley Anne Fletcher Action Comedy Crime
Taylor Hackford,Jason Statham,Clifton Collins Jr.,Wendell Pierce,Action Crime Romance Thriller,parker,Jason Statham Clifton Collins Jr. Wendell Pierce Taylor Hackford Action Crime Romance Thriller
Kimble Rendall,Alex Russell,Cariba Heine,Richard Brancatisano,Action Horror Sci-Fi,bait,Alex Russell Cariba Heine Richard Brancatisano Kimble Rendall Action Horror Sci-Fi
Peter Yates,Liam Neeson,Alun Armstrong,Lysette Anthony,Action Adventure Fantasy,krull,Liam Neeson Alun Armstrong Lysette Anthony Peter Yates Action Adventure Fantasy
John Milius,Rosanna Arquette,Dann Florek,Christopher Rich,Action Drama Thriller War,flight of the intruder,Rosanna Arquette Dann Florek Christopher Rich John Milius Action Drama Thriller War
Les Mayfield,Gregory Smith,Ronny Cox,Harris Yulin,Action Western,american outlaws,Gregory Smith Ronny Cox Harris Yulin Les Mayfield Action Western
Dominic Sena,Tom Skerritt,Bashar Rahal,Shawn Doyle,Action Crime Mystery Thriller,whiteout,Tom Skerritt Bashar Rahal Shawn Doyle Dominic Sena Action Crime Mystery Thriller
Hark Tsui,Paul Sorvino,Lela Rochon,Ray Nicholas,Action Comedy Thriller,knock off,Paul Sorvino Lela Rochon Ray Nicholas Hark Tsui Action Comedy Thriller
Brian Helgeland,Heath Ledger,Mark Addy,Benno FÃÂ¼rmann,Action Mystery Thriller,the order,Heath Ledger Mark Addy Benno FÃÂ¼rmann Brian Helgeland Action Mystery Thriller
Lexi Alexander,Julie Benz,Wayne Knight,Colin Salmon,Action Crime Drama Thriller,punisher: war zone,Julie Benz Wayne Knight Colin Salmon Lexi Alexander Action Crime Drama Thriller
Peter Hewitt,Kevin Zegers,Rip Torn,Thomas F. Wilson,Action Adventure Family Sci-Fi,zoom,Kevin Zegers Rip Torn Thomas F. Wilson Peter Hewitt Action Adventure Family Sci-Fi
Ronny Yu,Marley Shelton,Lee Arenberg,Angus Macfadyen,Action Adventure Fantasy,warriors of virtue,Marley Shelton Lee Arenberg Angus Macfadyen Ronny Yu Action Adventure Fantasy
Bille August,Jim Broadbent,Tom Wilkinson,Julia Ormond,Action Drama Sci-Fi Thriller,smilla's sense of snow,Jim Broadbent Tom Wilkinson Julia Ormond Bille August Action Drama Sci-Fi Thriller
Joachim RÃÂ¸nning,Salma Hayek,Sam Shepard,Dwight Yoakam,Action Comedy Crime Western,bandidas,Salma Hayek Sam Shepard Dwight Yoakam Joachim RÃÂ¸nning Action Comedy Crime Western
Wes Ball,Ki Hong Lee,Aml Ameen,Jacob Latimore,Action Mystery Sci-Fi Thriller,the maze runner,Ki Hong Lee Aml Ameen Jacob Latimore Wes Ball Action Mystery Sci-Fi Thriller
Hugh Johnson,David Paymer,Kevin J. O'Connor,Hudson Leick,Action Adventure Comedy Drama Thriller,chill factor,David Paymer Kevin J. O'Connor Hudson Leick Hugh Johnson Action Adventure Comedy Drama Thriller
Simon West,Nicolas Cage,Mark Valley,Sami Gayle,Action Crime Drama Thriller,stolen,Nicolas Cage Mark Valley Sami Gayle Simon West Action Crime Drama Thriller
Andrzej Bartkowiak,Michael Jai White,Bill Duke,Bruce McGill,Action Comedy Crime Drama Thriller,exit wounds,Michael Jai White Bill Duke Bruce McGill Andrzej Bartkowiak Action Comedy Crime Drama Thriller
Raja Gosnell,Nia Long,Cedric the Entertainer,Tichina Arnold,Action Comedy Crime,big momma's house,Nia Long Cedric the Entertainer Tichina Arnold Raja Gosnell Action Comedy Crime
Chris Gorak,Max Minghella,Veronika Vernadskaya,Dato Bakhtadze,Action Adventure Horror Sci-Fi Thriller,the darkest hour,Max Minghella Veronika Vernadskaya Dato Bakhtadze Chris Gorak Action Adventure Horror Sci-Fi Thriller
Jonathan Hensleigh,Laura Harring,Marco St. John,Eddie Jemison,Action Crime Drama Thriller,the punisher,Laura Harring Marco St. John Eddie Jemison Jonathan Hensleigh Action Crime Drama Thriller
Boaz Yakin,Jason Statham,Reggie Lee,Robert John Burke,Action Crime Thriller,safe,Jason Statham Reggie Lee Robert John Burke Boaz Yakin Action Crime Thriller
Richard Marquand,Harrison Ford,Ian McDiarmid,Kenny Baker,Action Adventure Fantasy Sci-Fi,star wars: episode vi - return of the jedi,Harrison Ford Ian McDiarmid Kenny Baker Richard Marquand Action Adventure Fantasy Sci-Fi
